State,Year,Quarter,District_name,Insurance_count,Insurance_amount
Madhya Pradesh,2022,3,Seoni District,281.0,385270.0
Madhya Pradesh,2022,3,Harda District,147.0,178978.0
Madhya Pradesh,2022,3,Burhanpur District,119.0,140660.0
Madhya Pradesh,2022,3,Damoh District,147.0,121580.0
Madhya Pradesh,2022,3,Bhopal District,2666.0,3738867.0
Madhya Pradesh,2022,3,Jhabua District,209.0,223202.0
Madhya Pradesh,2022,3,Dhar District,640.0,783991.0
Madhya Pradesh,2022,3,Guna District,270.0,273489.0
Madhya Pradesh,2022,3,East Nimar District,191.0,256217.0
Madhya Pradesh,2022,3,Chhindwara District,555.0,773408.0
Madhya Pradesh,2022,3,Umaria District,78.0,93319.0
Madhya Pradesh,2022,3,Mandla District,195.0,190625.0
Madhya Pradesh,2022,3,Indore District,4843.0,5899749.0
Madhya Pradesh,2022,3,Shahdol District,239.0,304211.0
Madhya Pradesh,2022,3,Ratlam District,413.0,492984.0
Madhya Pradesh,2022,3,Panna District,112.0,161502.0
Madhya Pradesh,2022,3,Chhatarpur District,245.0,292087.0
Madhya Pradesh,2022,4,Morena District,303.0,495347.0
Madhya Pradesh,2022,4,Alirajpur District,83.0,91273.0
Madhya Pradesh,2022,4,Sehore District,372.0,632000.0
Madhya Pradesh,2022,4,Rajgarh District,263.0,364551.0
Madhya Pradesh,2022,4,Khargone District,440.0,673655.0
Madhya Pradesh,2022,4,Satna District,644.0,922924.0
Madhya Pradesh,2022,4,Narsinghpur District,234.0,410106.0
Madhya Pradesh,2022,4,Jabalpur District,1665.0,2299836.0
Madhya Pradesh,2022,4,Hoshangabad District,412.0,648308.0
Madhya Pradesh,2022,4,Vidisha District,220.0,338211.0
Madhya Pradesh,2022,4,Balaghat District,449.0,757655.0
Madhya Pradesh,2022,4,Singrauli District,697.0,1173189.0
Madhya Pradesh,2022,4,Betul District,532.0,659207.0
Madhya Pradesh,2022,4,Sidhi District,333.0,549030.0
Madhya Pradesh,2022,4,Datia District,112.0,268994.0
Madhya Pradesh,2022,4,Dewas District,688.0,1057408.0
Madhya Pradesh,2022,4,Sheopur District,85.0,144632.0
Madhya Pradesh,2022,4,Neemuch District,250.0,346814.0
Madhya Pradesh,2022,4,Raisen District,387.0,586488.0
Madhya Pradesh,2022,4,Mandsaur District,326.0,377750.0
Madhya Pradesh,2022,4,Barwani District,216.0,396299.0
Madhya Pradesh,2022,4,Katni District,374.0,571898.0
Madhya Pradesh,2022,4,Dindori District,176.0,257089.0
Madhya Pradesh,2022,4,Shivpuri District,248.0,315619.0
Madhya Pradesh,2022,4,Gwalior District,1685.0,2252079.0
Madhya Pradesh,2022,4,Anuppur District,218.0,343708.0
Madhya Pradesh,2022,4,Agar Malwa District,105.0,182317.0
Madhya Pradesh,2022,4,Ashoknagar District,100.0,183248.0
Madhya Pradesh,2022,4,Sagar District,603.0,922139.0
Madhya Pradesh,2022,4,Niwari District,92.0,146884.0
Madhya Pradesh,2022,4,Rewa District,763.0,1104619.0
Madhya Pradesh,2022,4,Shajapur District,199.0,271310.0
Madhya Pradesh,2022,4,Ujjain District,984.0,1329724.0
Madhya Pradesh,2022,4,Bhind District,177.0,286988.0
Madhya Pradesh,2022,4,Tikamgarh District,118.0,191103.0
Madhya Pradesh,2022,4,Seoni District,367.0,593047.0
Madhya Pradesh,2022,4,Harda District,175.0,272235.0
Madhya Pradesh,2022,4,Burhanpur District,159.0,241985.0
Madhya Pradesh,2022,4,Damoh District,161.0,179171.0
Madhya Pradesh,2022,4,Bhopal District,3485.0,5566909.0
Madhya Pradesh,2022,4,Jhabua District,237.0,277733.0
Madhya Pradesh,2022,4,Dhar District,819.0,1072410.0
Madhya Pradesh,2022,4,Guna District,271.0,313711.0
Madhya Pradesh,2022,4,East Nimar District,289.0,374059.0
Madhya Pradesh,2022,4,Chhindwara District,668.0,1051247.0
Madhya Pradesh,2022,4,Umaria District,105.0,132739.0
Madhya Pradesh,2022,4,Mandla District,237.0,327030.0
Madhya Pradesh,2022,4,Indore District,6547.0,8985121.0
Madhya Pradesh,2022,4,Shahdol District,247.0,443552.0
Madhya Pradesh,2022,4,Ratlam District,466.0,643403.0
Madhya Pradesh,2022,4,Panna District,128.0,210609.0
Madhya Pradesh,2022,4,Chhatarpur District,320.0,475520.0
Madhya Pradesh,2023,1,Morena District,307.0,579593.0
Madhya Pradesh,2023,1,Alirajpur District,61.0,68947.0
Madhya Pradesh,2023,1,Sehore District,318.0,474348.0
Madhya Pradesh,2023,1,Rajgarh District,201.0,347544.0
Madhya Pradesh,2023,1,Khargone District,350.0,586282.0
Madhya Pradesh,2023,1,Satna District,661.0,1098544.0
Madhya Pradesh,2023,1,Narsinghpur District,202.0,461784.0
Madhya Pradesh,2023,1,Jabalpur District,1402.0,2452155.0
Madhya Pradesh,2023,1,Hoshangabad District,342.0,689904.0
Madhya Pradesh,2023,1,Vidisha District,187.0,320839.0
Madhya Pradesh,2023,1,Balaghat District,326.0,761932.0
Madhya Pradesh,2023,1,Singrauli District,556.0,991849.0
Madhya Pradesh,2023,1,Betul District,431.0,742025.0
Madhya Pradesh,2023,1,Sidhi District,260.0,486132.0
Madhya Pradesh,2023,1,Datia District,118.0,233457.0
Madhya Pradesh,2023,1,Dewas District,622.0,1005752.0
Madhya Pradesh,2023,1,Sheopur District,66.0,120022.0
Madhya Pradesh,2023,1,Neemuch District,202.0,334565.0
Madhya Pradesh,2023,1,Raisen District,289.0,591345.0
Madhya Pradesh,2023,1,Mandsaur District,260.0,444427.0
Madhya Pradesh,2023,1,Barwani District,156.0,378234.0
Madhya Pradesh,2023,1,Katni District,406.0,670953.0
Madhya Pradesh,2023,1,Dindori District,132.0,230968.0
Madhya Pradesh,2023,1,Shivpuri District,201.0,451244.0
Madhya Pradesh,2023,1,Gwalior District,1736.0,2695086.0
Madhya Pradesh,2023,1,Anuppur District,166.0,344501.0
Madhya Pradesh,2023,1,Agar Malwa District,82.0,135373.0
Madhya Pradesh,2023,1,Ashoknagar District,71.0,224379.0
Madhya Pradesh,2023,1,Sagar District,548.0,1138365.0
Madhya Pradesh,2023,1,Niwari District,67.0,162987.0
Madhya Pradesh,2023,1,Rewa District,717.0,1186749.0
Madhya Pradesh,2023,1,Shajapur District,147.0,259916.0
Madhya Pradesh,2023,1,Ujjain District,794.0,1187404.0
Madhya Pradesh,2023,1,Bhind District,261.0,440688.0
Madhya Pradesh,2023,1,Tikamgarh District,120.0,191679.0
Madhya Pradesh,2023,1,Seoni District,292.0,599750.0
Madhya Pradesh,2023,1,Harda District,118.0,242091.0
Madhya Pradesh,2023,1,Burhanpur District,105.0,203610.0
Madhya Pradesh,2023,1,Damoh District,122.0,278971.0
Madhya Pradesh,2023,1,Bhopal District,3165.0,5789402.0
Madhya Pradesh,2023,1,Jhabua District,129.0,169256.0
Madhya Pradesh,2023,1,Dhar District,604.0,1027283.0
Madhya Pradesh,2023,1,Guna District,278.0,410178.0
Madhya Pradesh,2023,1,East Nimar District,238.0,388974.0
Madhya Pradesh,2023,1,Chhindwara District,577.0,1241862.0
Madhya Pradesh,2023,1,Umaria District,99.0,214349.0
Madhya Pradesh,2023,1,Mandla District,203.0,274135.0
Madhya Pradesh,2023,1,Indore District,6662.0,9887936.0
Madhya Pradesh,2023,1,Shahdol District,239.0,330936.0
Madhya Pradesh,2023,1,Ratlam District,383.0,761091.0
Madhya Pradesh,2023,1,Panna District,149.0,318816.0
Madhya Pradesh,2023,1,Chhatarpur District,265.0,507067.0
Madhya Pradesh,2023,2,Morena District,362.0,498283.0
Madhya Pradesh,2023,2,Alirajpur District,79.0,101455.0
Madhya Pradesh,2023,2,Sehore District,290.0,534090.0
Madhya Pradesh,2023,2,Rajgarh District,232.0,465265.0
Madhya Pradesh,2023,2,Khargone District,358.0,528667.0
Madhya Pradesh,2023,2,Satna District,684.0,1054444.0
Madhya Pradesh,2023,2,Narsinghpur District,239.0,387170.0
Madhya Pradesh,2023,2,Jabalpur District,1365.0,2481121.0
Madhya Pradesh,2023,2,Hoshangabad District,420.0,718697.0
Madhya Pradesh,2023,2,Vidisha District,215.0,416005.0
Madhya Pradesh,2023,2,Balaghat District,364.0,650666.0
Madhya Pradesh,2023,2,Singrauli District,583.0,1053164.0
Madhya Pradesh,2023,2,Betul District,430.0,617996.0
Madhya Pradesh,2023,2,Sidhi District,276.0,567482.0
Madhya Pradesh,2023,2,Datia District,130.0,180389.0
Madhya Pradesh,2023,2,Dewas District,607.0,1018985.0
Madhya Pradesh,2023,2,Sheopur District,58.0,137039.0
Madhya Pradesh,2023,2,Neemuch District,218.0,347095.0
Madhya Pradesh,2023,2,Raisen District,273.0,617973.0
Madhya Pradesh,2023,2,Mandsaur District,274.0,381975.0
Madhya Pradesh,2023,2,Barwani District,181.0,294239.0
Madhya Pradesh,2023,2,Katni District,313.0,596762.0
Madhya Pradesh,2023,2,Dindori District,94.0,170604.0
Madhya Pradesh,2023,2,Shivpuri District,224.0,396500.0
Madhya Pradesh,2023,2,Gwalior District,1884.0,2604139.0
Madhya Pradesh,2023,2,Anuppur District,245.0,415276.0
Madhya Pradesh,2023,2,Agar Malwa District,100.0,201416.0
Madhya Pradesh,2023,2,Ashoknagar District,103.0,253722.0
Madhya Pradesh,2023,2,Sagar District,550.0,868158.0
Madhya Pradesh,2023,2,Niwari District,63.0,130339.0
Madhya Pradesh,2023,2,Rewa District,710.0,1245605.0
Madhya Pradesh,2023,2,Shajapur District,175.0,303740.0
Madhya Pradesh,2023,2,Ujjain District,955.0,1561934.0
Madhya Pradesh,2023,2,Bhind District,266.0,456645.0
Madhya Pradesh,2023,2,Tikamgarh District,108.0,191350.0
Madhya Pradesh,2023,2,Seoni District,224.0,476642.0
Madhya Pradesh,2023,2,Harda District,105.0,201347.0
Madhya Pradesh,2023,2,Burhanpur District,109.0,227373.0
Madhya Pradesh,2023,2,Damoh District,194.0,272823.0
Madhya Pradesh,2023,2,Bhopal District,2915.0,5555218.0
Madhya Pradesh,2023,2,Jhabua District,135.0,248454.0
Madhya Pradesh,2023,2,Dhar District,663.0,914779.0
Madhya Pradesh,2023,2,Guna District,255.0,360423.0
Madhya Pradesh,2023,2,East Nimar District,279.0,407300.0
Madhya Pradesh,2023,2,Chhindwara District,693.0,1304073.0
Madhya Pradesh,2023,2,Umaria District,103.0,169767.0
Madhya Pradesh,2023,2,Mandla District,212.0,303849.0
Madhya Pradesh,2023,2,Indore District,6566.0,10108928.0
Madhya Pradesh,2023,2,Shahdol District,236.0,312876.0
Madhya Pradesh,2023,2,Ratlam District,454.0,778820.0
Madhya Pradesh,2023,2,Panna District,167.0,246254.0
Madhya Pradesh,2023,2,Chhatarpur District,289.0,534448.0
Madhya Pradesh,2023,3,Morena District,351.0,428881.0
Madhya Pradesh,2023,3,Alirajpur District,88.0,185148.0
Madhya Pradesh,2023,3,Sehore District,448.0,819074.0
Madhya Pradesh,2023,3,Rajgarh District,257.0,367678.0
Madhya Pradesh,2023,3,Khargone District,376.0,619882.0
Madhya Pradesh,2023,3,Satna District,682.0,1048846.0
Madhya Pradesh,2023,3,Narsinghpur District,238.0,439141.0
Madhya Pradesh,2023,3,Jabalpur District,1596.0,2667756.0
Madhya Pradesh,2023,3,Hoshangabad District,398.0,810481.0
Madhya Pradesh,2023,3,Vidisha District,269.0,489111.0
Madhya Pradesh,2023,3,Balaghat District,399.0,739112.0
Madhya Pradesh,2023,3,Singrauli District,786.0,1315955.0
Madhya Pradesh,2023,3,Betul District,444.0,628222.0
Madhya Pradesh,2023,3,Sidhi District,248.0,296190.0
Madhya Pradesh,2023,3,Datia District,144.0,232374.0
Madhya Pradesh,2023,3,Dewas District,641.0,1082104.0
Madhya Pradesh,2023,3,Sheopur District,88.0,194312.0
Madhya Pradesh,2023,3,Neemuch District,250.0,407496.0
Madhya Pradesh,2023,3,Raisen District,328.0,602318.0
Madhya Pradesh,2023,3,Mandsaur District,313.0,417610.0
Madhya Pradesh,2023,3,Barwani District,219.0,331867.0
Madhya Pradesh,2023,3,Katni District,431.0,574680.0
Madhya Pradesh,2023,3,Dindori District,116.0,228380.0
Madhya Pradesh,2023,3,Shivpuri District,249.0,338922.0
Madhya Pradesh,2023,3,Gwalior District,2069.0,2813452.0
Madhya Pradesh,2023,3,Anuppur District,248.0,392416.0
Madhya Pradesh,2023,3,Agar Malwa District,100.0,193707.0
Madhya Pradesh,2023,3,Ashoknagar District,92.0,137168.0
Madhya Pradesh,2023,3,Sagar District,727.0,1199223.0
Madhya Pradesh,2023,3,Niwari District,87.0,207354.0
Madhya Pradesh,2023,3,Rewa District,789.0,1121774.0
Madhya Pradesh,2023,3,Shajapur District,236.0,420853.0
Madhya Pradesh,2023,3,Ujjain District,970.0,1468543.0
Madhya Pradesh,2023,3,Bhind District,244.0,424433.0
Madhya Pradesh,2023,3,Tikamgarh District,130.0,269606.0
Madhya Pradesh,2023,3,Seoni District,325.0,658463.0
Madhya Pradesh,2023,3,Harda District,158.0,320633.0
Madhya Pradesh,2023,3,Burhanpur District,127.0,216580.0
Madhya Pradesh,2023,3,Damoh District,159.0,247992.0
Madhya Pradesh,2023,3,Bhopal District,3313.0,6161923.0
Madhya Pradesh,2023,3,Jhabua District,226.0,280922.0
Madhya Pradesh,2023,3,Dhar District,737.0,1069689.0
Madhya Pradesh,2023,3,Guna District,315.0,380891.0
Madhya Pradesh,2023,3,East Nimar District,305.0,563893.0
Madhya Pradesh,2023,3,Chhindwara District,667.0,1068226.0
Madhya Pradesh,2023,3,Umaria District,105.0,124526.0
Madhya Pradesh,2023,3,Mandla District,231.0,294123.0
Madhya Pradesh,2023,3,Indore District,6387.0,9795734.0
Madhya Pradesh,2023,3,Shahdol District,278.0,458453.0
Madhya Pradesh,2023,3,Ratlam District,454.0,664200.0
Madhya Pradesh,2023,3,Panna District,136.0,215079.0
Madhya Pradesh,2023,3,Chhatarpur District,326.0,527952.0
Madhya Pradesh,2023,4,Morena District,526.0,906276.0
Madhya Pradesh,2023,4,Alirajpur District,154.0,182378.0
Madhya Pradesh,2023,4,Sehore District,567.0,1129072.0
Madhya Pradesh,2023,4,Rajgarh District,361.0,714349.0
Madhya Pradesh,2023,4,Khargone District,530.0,1045873.0
Madhya Pradesh,2023,4,Satna District,923.0,1467631.0
Madhya Pradesh,2023,4,Narsinghpur District,329.0,648993.0
Madhya Pradesh,2023,4,Jabalpur District,2097.0,3671676.0
Madhya Pradesh,2023,4,Hoshangabad District,647.0,1441739.0
Madhya Pradesh,2023,4,Vidisha District,375.0,809894.0
Madhya Pradesh,2023,4,Balaghat District,686.0,1454383.0
Madhya Pradesh,2023,4,Singrauli District,1059.0,1987863.0
Madhya Pradesh,2023,4,Betul District,619.0,1130790.0
Madhya Pradesh,2023,4,Sidhi District,427.0,650064.0
Madhya Pradesh,2023,4,Datia District,225.0,445724.0
Madhya Pradesh,2023,4,Dewas District,958.0,1883618.0
Madhya Pradesh,2023,4,Sheopur District,126.0,180662.0
Madhya Pradesh,2023,4,Neemuch District,312.0,573172.0
Madhya Pradesh,2023,4,Raisen District,497.0,943273.0
Madhya Pradesh,2023,4,Mandsaur District,431.0,831205.0
Madhya Pradesh,2023,4,Barwani District,253.0,434181.0
Madhya Pradesh,2023,4,Katni District,536.0,854784.0
Madhya Pradesh,2023,4,Dindori District,193.0,331566.0
Madhya Pradesh,2023,4,Shivpuri District,330.0,659873.0
Madhya Pradesh,2023,4,Gwalior District,2406.0,3696991.0
Madhya Pradesh,2023,4,Anuppur District,290.0,668067.0
Madhya Pradesh,2023,4,Agar Malwa District,122.0,210914.0
Madhya Pradesh,2023,4,Ashoknagar District,144.0,246186.0
Madhya Pradesh,2023,4,Sagar District,994.0,1748842.0
Madhya Pradesh,2023,4,Niwari District,119.0,213765.0
Madhya Pradesh,2023,4,Rewa District,1230.0,2047419.0
Madhya Pradesh,2023,4,Shajapur District,282.0,456913.0
Madhya Pradesh,2023,4,Ujjain District,1426.0,2472234.0
Madhya Pradesh,2023,4,Bhind District,323.0,546974.0
Madhya Pradesh,2023,4,Tikamgarh District,219.0,378171.0
Madhya Pradesh,2023,4,Seoni District,420.0,950869.0
Madhya Pradesh,2023,4,Harda District,235.0,523270.0
Madhya Pradesh,2023,4,Burhanpur District,158.0,368777.0
Madhya Pradesh,2023,4,Damoh District,206.0,321504.0
Madhya Pradesh,2023,4,Bhopal District,4820.0,10356323.0
Madhya Pradesh,2023,4,Jhabua District,275.0,441978.0
Madhya Pradesh,2023,4,Dhar District,999.0,1572785.0
Madhya Pradesh,2023,4,Guna District,384.0,477469.0
Madhya Pradesh,2023,4,East Nimar District,410.0,703797.0
Madhya Pradesh,2023,4,Chhindwara District,907.0,2014856.0
Madhya Pradesh,2023,4,Umaria District,170.0,309937.0
Madhya Pradesh,2023,4,Mandla District,347.0,601390.0
Madhya Pradesh,2023,4,Indore District,8973.0,14811181.0
Madhya Pradesh,2023,4,Shahdol District,426.0,692352.0
Madhya Pradesh,2023,4,Ratlam District,587.0,1075099.0
Madhya Pradesh,2023,4,Panna District,235.0,464565.0
Madhya Pradesh,2023,4,Chhatarpur District,516.0,1049403.0
Madhya Pradesh,2024,1,Morena District,775.0,1154088.0
Madhya Pradesh,2024,1,Alirajpur District,178.0,188280.0
Madhya Pradesh,2024,1,Sehore District,804.0,1402144.0
Madhya Pradesh,2024,1,Rajgarh District,433.0,721492.0
Madhya Pradesh,2024,1,Khargone District,660.0,929574.0
Madhya Pradesh,2024,1,Satna District,1456.0,2062376.0
Madhya Pradesh,2024,1,Narsinghpur District,440.0,773864.0
Madhya Pradesh,2024,1,Jabalpur District,2549.0,4066952.0
Madhya Pradesh,2024,1,Hoshangabad District,839.0,1719164.0
Madhya Pradesh,2024,1,Vidisha District,487.0,927857.0
Madhya Pradesh,2024,1,Balaghat District,792.0,1357657.0
Madhya Pradesh,2024,1,Singrauli District,1358.0,2129465.0
Madhya Pradesh,2024,1,Betul District,907.0,1318307.0
Madhya Pradesh,2024,1,Sidhi District,672.0,963141.0
Madhya Pradesh,2024,1,Datia District,346.0,652107.0
Madhya Pradesh,2024,1,Dewas District,1147.0,1938626.0
Madhya Pradesh,2024,1,Sheopur District,194.0,380767.0
Madhya Pradesh,2024,1,Neemuch District,396.0,858759.0
Madhya Pradesh,2024,1,Raisen District,795.0,1453829.0
Madhya Pradesh,2024,1,Mandsaur District,523.0,924584.0
Madhya Pradesh,2024,1,Barwani District,339.0,448699.0
Madhya Pradesh,2024,1,Katni District,775.0,1057938.0
Madhya Pradesh,2024,1,Dindori District,271.0,420754.0
Madhya Pradesh,2024,1,Shivpuri District,474.0,952615.0
Madhya Pradesh,2024,1,Gwalior District,3433.0,5623360.0
Madhya Pradesh,2024,1,Anuppur District,356.0,517242.0
Madhya Pradesh,2024,1,Agar Malwa District,226.0,371251.0
Madhya Pradesh,2024,1,Ashoknagar District,219.0,385921.0
Madhya Pradesh,2024,1,Sagar District,1140.0,1949694.0
Madhya Pradesh,2024,1,Niwari District,172.0,373826.0
Madhya Pradesh,2024,1,Rewa District,1631.0,2471021.0
Madhya Pradesh,2024,1,Shajapur District,361.0,580724.0
Madhya Pradesh,2024,1,Ujjain District,1518.0,2343292.0
Madhya Pradesh,2024,1,Bhind District,552.0,1011531.0
Madhya Pradesh,2024,1,Tikamgarh District,286.0,396580.0
Madhya Pradesh,2024,1,Seoni District,723.0,1352007.0
Madhya Pradesh,2024,1,Harda District,333.0,634210.0
Madhya Pradesh,2024,1,Burhanpur District,217.0,356492.0
Madhya Pradesh,2024,1,Damoh District,302.0,471736.0
Madhya Pradesh,2024,1,Bhopal District,5388.0,11329217.0
Madhya Pradesh,2024,1,Jhabua District,443.0,416552.0
Madhya Pradesh,2024,1,Dhar District,1389.0,1926999.0
Madhya Pradesh,2024,1,Guna District,633.0,822976.0
Madhya Pradesh,2024,1,East Nimar District,479.0,747134.0
Madhya Pradesh,2024,1,Chhindwara District,1385.0,2251979.0
Madhya Pradesh,2024,1,Umaria District,254.0,308883.0
Madhya Pradesh,2024,1,Mandla District,458.0,706551.0
Madhya Pradesh,2024,1,Indore District,9490.0,15586503.0
Madhya Pradesh,2024,1,Shahdol District,556.0,801706.0
Madhya Pradesh,2024,1,Ratlam District,781.0,1238219.0
Madhya Pradesh,2024,1,Panna District,295.0,506074.0
Madhya Pradesh,2024,1,Chhatarpur District,593.0,931263.0
Madhya Pradesh,2024,2,Morena District,622.0,887427.0
Madhya Pradesh,2024,2,Alirajpur District,175.0,163601.0
Madhya Pradesh,2024,2,Sehore District,605.0,1136577.0
Madhya Pradesh,2024,2,Rajgarh District,384.0,633345.0
Madhya Pradesh,2024,2,Khargone District,588.0,919216.0
Madhya Pradesh,2024,2,Satna District,1077.0,1715112.0
Madhya Pradesh,2024,2,Narsinghpur District,370.0,759408.0
Madhya Pradesh,2024,2,Jabalpur District,2012.0,3801138.0
Madhya Pradesh,2024,2,Hoshangabad District,615.0,1277024.0
Madhya Pradesh,2024,2,Vidisha District,450.0,808372.0
Madhya Pradesh,2024,2,Balaghat District,611.0,1253375.0
Madhya Pradesh,2024,2,Singrauli District,1125.0,2037202.0
Madhya Pradesh,2024,2,Betul District,654.0,1100252.0
Madhya Pradesh,2024,2,Sidhi District,398.0,665703.0
Madhya Pradesh,2024,2,Datia District,262.0,361631.0
Madhya Pradesh,2024,2,Dewas District,895.0,1705476.0
Madhya Pradesh,2024,2,Sheopur District,129.0,216380.0
Madhya Pradesh,2024,2,Neemuch District,342.0,624785.0
Madhya Pradesh,2024,2,Raisen District,571.0,1068410.0
Madhya Pradesh,2024,2,Mandsaur District,451.0,760424.0
Madhya Pradesh,2024,2,Barwani District,313.0,410872.0
Madhya Pradesh,2024,2,Katni District,599.0,995376.0
Madhya Pradesh,2024,2,Dindori District,206.0,289259.0
Madhya Pradesh,2024,2,Shivpuri District,323.0,527726.0
Madhya Pradesh,2024,2,Gwalior District,2602.0,4170026.0
Madhya Pradesh,2024,2,Anuppur District,322.0,475120.0
Madhya Pradesh,2024,2,Agar Malwa District,194.0,243737.0
Madhya Pradesh,2024,2,Ashoknagar District,196.0,363186.0
Madhya Pradesh,2024,2,Sagar District,997.0,1834823.0
Madhya Pradesh,2024,2,Niwari District,150.0,222330.0
Madhya Pradesh,2024,2,Rewa District,1205.0,2184457.0
Madhya Pradesh,2024,2,Shajapur District,317.0,586891.0
Madhya Pradesh,2024,2,Ujjain District,1241.0,2152248.0
Madhya Pradesh,2024,2,Bhind District,472.0,738554.0
Madhya Pradesh,2024,2,Tikamgarh District,211.0,363693.0
Madhya Pradesh,2024,2,Seoni District,508.0,1055873.0
Madhya Pradesh,2024,2,Harda District,180.0,326718.0
Madhya Pradesh,2024,2,Burhanpur District,168.0,334397.0
Madhya Pradesh,2024,2,Damoh District,255.0,369930.0
Madhya Pradesh,2024,2,Bhopal District,4787.0,10605399.0
Madhya Pradesh,2024,2,Jhabua District,302.0,361640.0
Madhya Pradesh,2024,2,Dhar District,1074.0,1524207.0
Madhya Pradesh,2024,2,Guna District,577.0,815813.0
Madhya Pradesh,2024,2,East Nimar District,343.0,574276.0
Madhya Pradesh,2024,2,Chhindwara District,991.0,2010458.0
Madhya Pradesh,2024,2,Umaria District,184.0,308672.0
Madhya Pradesh,2024,2,Mandla District,341.0,495203.0
Madhya Pradesh,2024,2,Indore District,8230.0,14342486.0
Madhya Pradesh,2024,2,Shahdol District,410.0,624530.0
Madhya Pradesh,2024,2,Ratlam District,635.0,1279350.0
Madhya Pradesh,2024,2,Panna District,289.0,509199.0
Madhya Pradesh,2024,2,Chhatarpur District,471.0,845360.0
Madhya Pradesh,2024,3,Mauganj District,138.0,254341.0
Madhya Pradesh,2024,3,Morena District,541.0,727721.0
Madhya Pradesh,2024,3,Alirajpur District,137.0,211894.0
Madhya Pradesh,2024,3,Sehore District,641.0,1375528.0
Madhya Pradesh,2024,3,Rajgarh District,395.0,704258.0
Madhya Pradesh,2024,3,Maihar District,327.0,513665.0
Madhya Pradesh,2024,3,Khargone District,573.0,1124857.0
Madhya Pradesh,2024,3,Satna District,790.0,1210681.0
Madhya Pradesh,2024,3,Narsinghpur District,374.0,800912.0
Madhya Pradesh,2024,3,Jabalpur District,2324.0,4387540.0
Madhya Pradesh,2024,3,Vidisha District,409.0,910946.0
Madhya Pradesh,2024,3,Balaghat District,650.0,1297386.0
Madhya Pradesh,2024,3,Singrauli District,1013.0,1721022.0
Madhya Pradesh,2024,3,Betul District,658.0,1063848.0
Madhya Pradesh,2024,3,Sidhi District,419.0,605323.0
Madhya Pradesh,2024,3,Datia District,216.0,465791.0
Madhya Pradesh,2024,3,Dewas District,947.0,1734088.0
Madhya Pradesh,2024,3,Sheopur District,126.0,187585.0
Madhya Pradesh,2024,3,Neemuch District,333.0,673202.0
Madhya Pradesh,2024,3,Raisen District,496.0,1062315.0
Madhya Pradesh,2024,3,Khandwa District,397.0,750572.0
Madhya Pradesh,2024,3,Mandsaur District,438.0,859104.0
Madhya Pradesh,2024,3,Barwani District,344.0,532203.0
Madhya Pradesh,2024,3,Katni District,555.0,904191.0
Madhya Pradesh,2024,3,Narmadapuram District,657.0,1358972.0
Madhya Pradesh,2024,3,Dindori District,240.0,336921.0
Madhya Pradesh,2024,3,Shivpuri District,330.0,704120.0
Madhya Pradesh,2024,3,Gwalior District,2819.0,4482119.0
Madhya Pradesh,2024,3,Anuppur District,311.0,470255.0
Madhya Pradesh,2024,3,Agar Malwa District,160.0,365500.0
Madhya Pradesh,2024,3,Ashoknagar District,165.0,348668.0
Madhya Pradesh,2024,3,Sagar District,994.0,1800213.0
Madhya Pradesh,2024,3,Niwari District,135.0,256366.0
Madhya Pradesh,2024,3,Rewa District,994.0,1672916.0
Madhya Pradesh,2024,3,Shajapur District,296.0,615355.0
Madhya Pradesh,2024,3,Ujjain District,1345.0,2229400.0
Madhya Pradesh,2024,3,Bhind District,423.0,645780.0
Madhya Pradesh,2024,3,Tikamgarh District,182.0,243014.0
Madhya Pradesh,2024,3,Seoni District,450.0,995407.0
Madhya Pradesh,2024,3,Harda District,243.0,502249.0
Madhya Pradesh,2024,3,Burhanpur District,144.0,323103.0
Madhya Pradesh,2024,3,Pandhurna District,173.0,304182.0
Madhya Pradesh,2024,3,Damoh District,251.0,423969.0
Madhya Pradesh,2024,3,Bhopal District,5361.0,10874148.0
Madhya Pradesh,2024,3,Jhabua District,341.0,472478.0
Madhya Pradesh,2024,3,Dhar District,1125.0,1876194.0
Madhya Pradesh,2024,3,Guna District,517.0,779321.0
Madhya Pradesh,2024,3,Chhindwara District,783.0,1651613.0
Madhya Pradesh,2024,3,Umaria District,147.0,328566.0
Madhya Pradesh,2024,3,Mandla District,280.0,505708.0
Madhya Pradesh,2024,3,Indore District,9351.0,16156973.0
Madhya Pradesh,2024,3,Shahdol District,411.0,652430.0
Madhya Pradesh,2024,3,Ratlam District,688.0,1393570.0
Madhya Pradesh,2024,3,Panna District,249.0,373236.0
Madhya Pradesh,2024,3,Chhatarpur District,442.0,773949.0
Madhya Pradesh,2024,4,Mauganj District,188.0,266437.0
Madhya Pradesh,2024,4,Morena District,835.0,1305118.0
Madhya Pradesh,2024,4,Alirajpur District,231.0,255433.0
Madhya Pradesh,2024,4,Sehore District,835.0,1575501.0
Madhya Pradesh,2024,4,Rajgarh District,554.0,877520.0
Madhya Pradesh,2024,4,Maihar District,424.0,699960.0
Madhya Pradesh,2024,4,Khargone District,841.0,1390624.0
Madhya Pradesh,2024,4,Satna District,1006.0,1510683.0
Madhya Pradesh,2024,4,Narsinghpur District,554.0,933417.0
Madhya Pradesh,2024,4,Jabalpur District,2990.0,5021258.0
Madhya Pradesh,2024,4,Vidisha District,596.0,1111383.0
Madhya Pradesh,2024,4,Balaghat District,1065.0,2006913.0
