State,Pincode,Year,Quarter,Insurance_count,Insurance_amount
Delhi,110059,2020,4,447,315637.0
Delhi,110092,2020,4,348,271268.0
Delhi,110044,2020,4,341,256960.0
Delhi,110086,2020,4,325,260858.0
Delhi,110043,2020,4,280,250896.0
Delhi,110094,2020,4,265,211817.0
Delhi,110085,2020,4,264,193668.0
Delhi,110096,2020,4,237,166477.0
Delhi,110041,2020,4,232,189517.0
Delhi,110042,2020,4,204,179595.0
Delhi,110059,2021,1,632,446103.0
Delhi,110092,2021,1,402,261235.0
Delhi,110044,2021,1,395,241775.0
Delhi,110086,2021,1,359,337731.0
Delhi,110042,2021,1,340,278379.0
Delhi,110094,2021,1,334,245282.0
Delhi,110041,2021,1,309,232913.0
Delhi,110043,2021,1,295,235734.0
Delhi,110006,2021,1,287,176150.0
Delhi,110096,2021,1,287,189781.0
Delhi,110042,2021,2,1036,537398.0
Delhi,110059,2021,2,673,573763.0
Delhi,110092,2021,2,391,288510.0
Delhi,110086,2021,2,381,302195.0
Delhi,110084,2021,2,367,274710.0
Delhi,110053,2021,2,348,240811.0
Delhi,110043,2021,2,346,316063.0
Delhi,110044,2021,2,334,270505.0
Delhi,110096,2021,2,326,236191.0
Delhi,110041,2021,2,324,255416.0
Delhi,110059,2021,3,714,607891.0
Delhi,110084,2021,3,611,417715.0
Delhi,110053,2021,3,556,417908.0
Delhi,110092,2021,3,532,483473.0
Delhi,110086,2021,3,523,383219.0
Delhi,110044,2021,3,502,407754.0
Delhi,110042,2021,3,494,400671.0
Delhi,110041,2021,3,440,405874.0
Delhi,110094,2021,3,408,328622.0
Delhi,110043,2021,3,405,414698.0
Delhi,110059,2021,4,1509,1603319.0
Delhi,110086,2021,4,1220,1265728.0
Delhi,110042,2021,4,1072,1032161.0
Delhi,110084,2021,4,1036,830248.0
Delhi,110092,2021,4,1022,1118417.0
Delhi,110041,2021,4,1002,1063461.0
Delhi,110044,2021,4,978,992235.0
Delhi,110053,2021,4,917,832010.0
Delhi,110085,2021,4,867,919771.0
Delhi,110094,2021,4,844,864445.0
Delhi,110059,2022,1,1416,1666849.0
Delhi,110086,2022,1,884,1163190.0
Delhi,110044,2022,1,848,957043.0
Delhi,110092,2022,1,831,979409.0
Delhi,110041,2022,1,798,1005109.0
Delhi,110043,2022,1,782,1053890.0
Delhi,110042,2022,1,760,935028.0
Delhi,110094,2022,1,729,806490.0
Delhi,110085,2022,1,722,914547.0
Delhi,110053,2022,1,677,730723.0
Delhi,110059,2022,2,1142,1297001.0
Delhi,110092,2022,2,823,962652.0
Delhi,110086,2022,2,821,900767.0
Delhi,110044,2022,2,796,801170.0
Delhi,110085,2022,2,735,977990.0
Delhi,110094,2022,2,702,789641.0
Delhi,110041,2022,2,680,778473.0
Delhi,110043,2022,2,655,989154.0
Delhi,110053,2022,2,636,699931.0
Delhi,110096,2022,2,632,670478.0
Delhi,110059,2022,3,1506,1670765.0
Delhi,110092,2022,3,1191,1349328.0
Delhi,110086,2022,3,1107,1185432.0
Delhi,110044,2022,3,1074,1112755.0
Delhi,110041,2022,3,956,1165139.0
Delhi,110096,2022,3,903,994317.0
Delhi,110043,2022,3,880,1203191.0
Delhi,110094,2022,3,868,887648.0
Delhi,110053,2022,3,867,855137.0
Delhi,110042,2022,3,833,918820.0
Delhi,110059,2022,4,1982,2407623.0
Delhi,110086,2022,4,1566,1797044.0
Delhi,110092,2022,4,1456,1728566.0
Delhi,110041,2022,4,1387,1536997.0
Delhi,110042,2022,4,1313,1461062.0
Delhi,110044,2022,4,1298,1439637.0
Delhi,110085,2022,4,1292,1658187.0
Delhi,110053,2022,4,1241,1400625.0
Delhi,110094,2022,4,1234,1526454.0
Delhi,110043,2022,4,1132,1492359.0
Delhi,110059,2023,1,1796,2506005.0
Delhi,110092,2023,1,1456,1925391.0
Delhi,110086,2023,1,1318,1617466.0
Delhi,110037,2023,1,1285,1197159.0
Delhi,110085,2023,1,1199,1717697.0
Delhi,110041,2023,1,1193,1521401.0
Delhi,110044,2023,1,1166,1401552.0
Delhi,110053,2023,1,1160,1311678.0
Delhi,110094,2023,1,1144,1551284.0
Delhi,110042,2023,1,1118,1272110.0
Delhi,110059,2023,2,1748,2338495.0
Delhi,110092,2023,2,1328,1759406.0
Delhi,110086,2023,2,1293,1465307.0
Delhi,110085,2023,2,1115,1511331.0
Delhi,110041,2023,2,1107,1345650.0
Delhi,110044,2023,2,1089,1242189.0
Delhi,110042,2023,2,1066,1210915.0
Delhi,110043,2023,2,996,1383351.0
Delhi,110053,2023,2,944,1182981.0
Delhi,110094,2023,2,920,1126020.0
Delhi,110059,2023,3,2047,2377598.0
Delhi,110092,2023,3,1547,1919097.0
Delhi,110086,2023,3,1349,1482945.0
Delhi,110044,2023,3,1299,1416839.0
Delhi,110041,2023,3,1260,1555617.0
Delhi,110085,2023,3,1174,1535818.0
Delhi,110094,2023,3,1117,1157707.0
Delhi,110096,2023,3,1078,1215766.0
Delhi,110042,2023,3,1071,1238058.0
Delhi,110043,2023,3,1050,1349207.0
Delhi,110059,2023,4,2330,3163916.0
Delhi,110044,2023,4,1693,1969968.0
Delhi,110092,2023,4,1686,2155091.0
Delhi,110041,2023,4,1578,1878694.0
Delhi,110086,2023,4,1573,1830984.0
Delhi,110094,2023,4,1459,1762226.0
Delhi,110043,2023,4,1455,2202398.0
Delhi,110053,2023,4,1440,1753447.0
Delhi,110042,2023,4,1432,1769887.0
Delhi,110085,2023,4,1406,2064483.0
Delhi,110059,2024,1,2186,3264956.0
Delhi,110092,2024,1,1716,2379116.0
Delhi,110044,2024,1,1553,2116182.0
Delhi,110086,2024,1,1457,1834903.0
Delhi,110041,2024,1,1428,1979240.0
Delhi,110094,2024,1,1379,1698267.0
Delhi,110053,2024,1,1324,1630415.0
Delhi,110043,2024,1,1311,1978352.0
Delhi,110042,2024,1,1251,1711153.0
Delhi,110085,2024,1,1206,1936596.0
Delhi,110059,2024,2,1894,2783459.0
Delhi,110092,2024,2,1415,2078942.0
Delhi,110086,2024,2,1350,1820578.0
Delhi,110044,2024,2,1293,1663990.0
Delhi,110041,2024,2,1175,1614578.0
Delhi,110042,2024,2,1126,1600511.0
Delhi,110053,2024,2,1118,1449669.0
Delhi,110006,2024,2,1115,1473676.0
Delhi,110043,2024,2,1111,1825163.0
Delhi,110085,2024,2,1090,1774130.0
Delhi,110059,2024,3,1997,2779253.0
Delhi,110092,2024,3,1661,2181955.0
Delhi,110044,2024,3,1545,1929193.0
Delhi,110094,2024,3,1498,1893888.0
Delhi,110086,2024,3,1356,1850665.0
Delhi,110043,2024,3,1232,1958211.0
Delhi,110041,2024,3,1212,1593328.0
Delhi,110085,2024,3,1199,2114775.0
Delhi,110084,2024,3,1130,1344641.0
Delhi,110037,2024,3,1103,1782688.0
Delhi,110059,2024,4,2785,3658733.0
Delhi,110092,2024,4,2110,2884526.0
Delhi,110044,2024,4,2103,2671177.0
Delhi,110086,2024,4,2071,2533106.0
Delhi,110094,2024,4,2049,2591430.0
Delhi,110041,2024,4,1766,2371739.0
Delhi,110084,2024,4,1665,2287006.0
Delhi,110043,2024,4,1635,2579635.0
Delhi,110085,2024,4,1600,2406049.0
Delhi,110042,2024,4,1551,1933279.0
Goa,403601,2020,2,22,4660.0
Goa,403521,2020,2,17,3388.0
Goa,403602,2020,2,16,2778.0
Goa,403006,2020,2,16,3465.0
Goa,403507,2020,2,15,2926.0
Goa,403004,2020,2,13,2084.0
Goa,403001,2020,2,13,2274.0
Goa,403802,2020,2,13,2471.0
Goa,403706,2020,2,12,2490.0
Goa,403722,2020,2,12,2505.0
Goa,403722,2020,3,59,15935.0
Goa,403401,2020,3,51,14463.0
Goa,403001,2020,3,40,10974.0
Goa,403507,2020,3,39,9306.0
Goa,403601,2020,3,39,11499.0
Goa,403521,2020,3,30,6878.0
Goa,403602,2020,3,26,7804.0
Goa,403802,2020,3,22,7126.0
Goa,403710,2020,3,22,7049.0
Goa,403515,2020,3,18,4236.0
Goa,403722,2020,4,42,34732.0
Goa,403001,2020,4,35,39539.0
Goa,403802,2020,4,34,22652.0
Goa,403601,2020,4,32,35110.0
Goa,403401,2020,4,31,40559.0
Goa,403507,2020,4,26,36224.0
Goa,403516,2020,4,21,20796.0
Goa,403509,2020,4,21,24208.0
Goa,403521,2020,4,16,10051.0
Goa,403505,2020,4,14,16737.0
Goa,403601,2021,1,64,59277.0
Goa,403001,2021,1,61,38372.0
Goa,403507,2021,1,49,67516.0
Goa,403722,2021,1,48,24971.0
Goa,403401,2021,1,46,36200.0
Goa,403516,2021,1,35,25012.0
Goa,403802,2021,1,30,21472.0
Goa,403509,2021,1,29,27152.0
Goa,403707,2021,1,27,29584.0
Goa,403801,2021,1,23,31877.0
Goa,403601,2021,2,77,73045.0
Goa,403401,2021,2,70,71540.0
Goa,403802,2021,2,45,64758.0
Goa,403001,2021,2,42,35277.0
Goa,403507,2021,2,41,32351.0
Goa,403722,2021,2,34,26192.0
Goa,403005,2021,2,32,29269.0
Goa,403710,2021,2,31,22519.0
Goa,403602,2021,2,29,29561.0
Goa,403801,2021,2,27,19593.0
Goa,403601,2021,3,86,65102.0
Goa,403401,2021,3,80,89579.0
Goa,403507,2021,3,67,107297.0
Goa,403722,2021,3,64,68391.0
Goa,403001,2021,3,61,53010.0
Goa,403802,2021,3,49,29680.0
Goa,403703,2021,3,45,48099.0
Goa,403521,2021,3,44,43980.0
Goa,403602,2021,3,32,21482.0
Goa,403801,2021,3,28,29648.0
Goa,403001,2021,4,146,139568.0
Goa,403601,2021,4,124,145790.0
Goa,403401,2021,4,116,160474.0
Goa,403802,2021,4,108,100303.0
Goa,403722,2021,4,101,101050.0
Goa,403507,2021,4,73,86071.0
Goa,403521,2021,4,62,76678.0
Goa,403710,2021,4,53,50539.0
Goa,403005,2021,4,51,50386.0
Goa,403801,2021,4,50,52381.0
Goa,403601,2022,1,223,260595.0
Goa,403802,2022,1,160,151665.0
Goa,403401,2022,1,159,226170.0
Goa,403001,2022,1,154,168984.0
Goa,403507,2022,1,132,174418.0
Goa,403722,2022,1,107,149976.0
Goa,403801,2022,1,89,89472.0
Goa,403521,2022,1,68,83359.0
Goa,403516,2022,1,63,88689.0
Goa,403602,2022,1,59,71594.0
Goa,403001,2022,2,257,321819.0
Goa,403601,2022,2,255,310957.0
Goa,403401,2022,2,239,259002.0
Goa,403507,2022,2,183,244914.0
Goa,403802,2022,2,168,184975.0
Goa,403801,2022,2,137,156676.0
Goa,403722,2022,2,127,158173.0
Goa,403516,2022,2,114,225662.0
Goa,403521,2022,2,105,136042.0
Goa,403512,2022,2,84,193606.0
Goa,403601,2022,3,261,313674.0
Goa,403401,2022,3,179,233899.0
Goa,403001,2022,3,177,195007.0
Goa,403802,2022,3,172,162127.0
Goa,403507,2022,3,162,229440.0
Goa,403722,2022,3,137,124075.0
Goa,403521,2022,3,97,95744.0
Goa,403801,2022,3,90,101543.0
Goa,403516,2022,3,87,138379.0
Goa,403602,2022,3,79,70585.0
Goa,403401,2022,4,270,429318.0
Goa,403601,2022,4,270,345017.0
Goa,403001,2022,4,257,309359.0
Goa,403802,2022,4,241,267682.0
Goa,403507,2022,4,215,294146.0
Goa,403722,2022,4,185,196731.0
Goa,403521,2022,4,142,208866.0
Goa,403516,2022,4,141,221272.0
Goa,403801,2022,4,113,137988.0
Goa,403512,2022,4,104,158913.0
Goa,403601,2023,1,355,406884.0
Goa,403001,2023,1,217,295645.0
Goa,403401,2023,1,215,342062.0
Goa,403802,2023,1,213,227616.0
Goa,403722,2023,1,204,220875.0
Goa,403507,2023,1,190,243917.0
Goa,403801,2023,1,135,178910.0
Goa,403516,2023,1,133,187933.0
Goa,403521,2023,1,124,160349.0
Goa,403726,2023,1,104,189820.0
Goa,403601,2023,2,383,445452.0
Goa,403001,2023,2,238,328923.0
Goa,403401,2023,2,237,368466.0
Goa,403802,2023,2,220,254921.0
Goa,403507,2023,2,195,301344.0
Goa,403722,2023,2,166,206974.0
Goa,403801,2023,2,156,176801.0
Goa,403521,2023,2,141,166139.0
Goa,403516,2023,2,123,207813.0
Goa,403512,2023,2,117,225847.0
Goa,403601,2023,3,274,338515.0
Goa,403001,2023,3,254,360654.0
Goa,403401,2023,3,228,348103.0
Goa,403802,2023,3,199,209792.0
Goa,403507,2023,3,180,234553.0
Goa,403722,2023,3,167,209962.0
Goa,403801,2023,3,135,152148.0
Goa,403521,2023,3,135,201218.0
Goa,403516,2023,3,125,177666.0
Goa,403710,2023,3,109,99582.0
Goa,403601,2023,4,362,571634.0
Goa,403001,2023,4,266,410804.0
Goa,403401,2023,4,262,427814.0
Goa,403802,2023,4,228,288842.0
Goa,403507,2023,4,224,299285.0
Goa,403722,2023,4,175,220652.0
Goa,403801,2023,4,157,205924.0
Goa,403516,2023,4,157,283705.0
Goa,403521,2023,4,154,224624.0
Goa,403710,2023,4,125,136818.0
Goa,403601,2024,1,402,475167.0
Goa,403401,2024,1,282,383351.0
Goa,403001,2024,1,266,395765.0
Goa,403507,2024,1,236,312632.0
Goa,403722,2024,1,227,297156.0
Goa,403802,2024,1,217,256084.0
Goa,403516,2024,1,173,277801.0
Goa,403801,2024,1,169,239617.0
Goa,403521,2024,1,140,184778.0
Goa,403710,2024,1,129,195662.0
Goa,403601,2024,2,384,557999.0
Goa,403507,2024,2,267,367357.0
Goa,403001,2024,2,266,414095.0
Goa,403401,2024,2,256,349903.0
Goa,403802,2024,2,238,257762.0
Goa,403801,2024,2,190,203598.0
Goa,403722,2024,2,186,232886.0
Goa,403516,2024,2,175,281171.0
Goa,403521,2024,2,138,249722.0
Goa,403512,2024,2,130,190337.0
Goa,403601,2024,3,367,454922.0
Goa,403802,2024,3,323,411663.0
Goa,403507,2024,3,296,538940.0
Goa,403001,2024,3,244,349995.0
Goa,403401,2024,3,226,295934.0
Goa,403516,2024,3,216,427117.0
Goa,403722,2024,3,208,250598.0
Goa,403501,2024,3,141,193739.0
Goa,403602,2024,3,128,218402.0
Goa,403707,2024,3,126,209003.0
Goa,403601,2024,4,416,549414.0
Goa,403507,2024,4,359,465694.0
Goa,403802,2024,4,344,480595.0
Goa,403401,2024,4,313,467674.0
Goa,403516,2024,4,300,556300.0
Goa,403001,2024,4,283,441785.0
Goa,403722,2024,4,276,278667.0
Goa,403501,2024,4,187,278367.0
Goa,403710,2024,4,155,164681.0
Goa,403801,2024,4,155,188217.0
Gujarat,360311,2020,2,177,24744.0
Gujarat,382481,2020,2,165,27390.0
Gujarat,395006,2020,2,129,21058.0
Gujarat,380013,2020,2,128,21249.0
Gujarat,380015,2020,2,120,19308.0
Gujarat,394510,2020,2,113,17771.0
Gujarat,382350,2020,2,112,19513.0
Gujarat,395010,2020,2,102,16507.0
Gujarat,382345,2020,2,101,17013.0
Gujarat,395009,2020,2,94,15175.0
Gujarat,395006,2020,3,266,58537.0
Gujarat,395010,2020,3,190,61647.0
Gujarat,394210,2020,3,183,36716.0
Gujarat,389350,2020,3,166,48132.0
Gujarat,396191,2020,3,151,37335.0
Gujarat,384265,2020,3,150,32273.0
Gujarat,395004,2020,3,140,30135.0
Gujarat,382481,2020,3,134,34445.0
Gujarat,370511,2020,3,124,31913.0
Gujarat,380015,2020,3,121,30494.0
Gujarat,395006,2020,4,195,149132.0
Gujarat,395010,2020,4,180,81134.0
Gujarat,394210,2020,4,153,105200.0
Gujarat,382481,2020,4,127,81596.0
Gujarat,395012,2020,4,115,64512.0
Gujarat,396191,2020,4,113,80206.0
Gujarat,395004,2020,4,102,60391.0
Gujarat,393002,2020,4,100,71521.0
Gujarat,382350,2020,4,99,61871.0
Gujarat,389350,2020,4,97,52075.0
Gujarat,395010,2021,1,242,133115.0
Gujarat,395006,2021,1,240,114498.0
Gujarat,394210,2021,1,191,117945.0
Gujarat,396191,2021,1,170,78361.0
Gujarat,393001,2021,1,166,88942.0
Gujarat,395003,2021,1,149,85087.0
Gujarat,382345,2021,1,143,116229.0
Gujarat,395002,2021,1,139,81620.0
Gujarat,394230,2021,1,137,90744.0
Gujarat,382350,2021,1,136,56925.0
Gujarat,395006,2021,2,294,114635.0
Gujarat,394210,2021,2,283,154102.0
Gujarat,395010,2021,2,266,171425.0
Gujarat,396191,2021,2,208,123514.0
Gujarat,382350,2021,2,169,79080.0
Gujarat,392130,2021,2,155,82823.0
Gujarat,395012,2021,2,149,69297.0
Gujarat,382415,2021,2,145,70366.0
Gujarat,393001,2021,2,142,95953.0
Gujarat,385001,2021,2,134,62872.0
Gujarat,395010,2021,3,383,263796.0
Gujarat,394210,2021,3,316,214199.0
Gujarat,395006,2021,3,302,131234.0
Gujarat,395003,2021,3,234,127836.0
Gujarat,382350,2021,3,186,121111.0
Gujarat,394221,2021,3,179,128167.0
Gujarat,382415,2021,3,176,132989.0
Gujarat,395002,2021,3,173,146101.0
Gujarat,396191,2021,3,171,170283.0
Gujarat,395009,2021,3,156,147974.0
Gujarat,394210,2021,4,374,399641.0
Gujarat,396191,2021,4,368,403351.0
Gujarat,395010,2021,4,326,374092.0
Gujarat,395006,2021,4,260,308398.0
Gujarat,380008,2021,4,203,181475.0
Gujarat,382345,2021,4,200,220890.0
Gujarat,382350,2021,4,196,258982.0
Gujarat,382330,2021,4,189,254861.0
Gujarat,382415,2021,4,187,181874.0
Gujarat,382481,2021,4,179,208446.0
Gujarat,394210,2022,1,582,603510.0
Gujarat,395010,2022,1,453,442586.0
Gujarat,396191,2022,1,322,394832.0
Gujarat,382350,2022,1,316,429910.0
Gujarat,395006,2022,1,316,381085.0
Gujarat,382415,2022,1,293,400080.0
Gujarat,395003,2022,1,271,307876.0
Gujarat,380001,2022,1,271,245454.0
Gujarat,382330,2022,1,262,363970.0
Gujarat,380013,2022,1,250,323052.0
Gujarat,394210,2022,2,676,652988.0
Gujarat,395010,2022,2,544,488709.0
Gujarat,395006,2022,2,497,432554.0
Gujarat,395003,2022,2,395,390059.0
Gujarat,382415,2022,2,369,407746.0
Gujarat,396191,2022,2,359,478286.0
Gujarat,395002,2022,2,352,340006.0
Gujarat,395007,2022,2,350,398670.0
Gujarat,382350,2022,2,315,320718.0
Gujarat,394221,2022,2,290,249427.0
Gujarat,395010,2022,3,807,684259.0
Gujarat,394210,2022,3,730,709066.0
Gujarat,395006,2022,3,687,601557.0
Gujarat,382415,2022,3,480,558917.0
Gujarat,395003,2022,3,477,440524.0
Gujarat,395007,2022,3,453,499763.0
Gujarat,396191,2022,3,430,508247.0
Gujarat,382350,2022,3,427,459141.0
Gujarat,395002,2022,3,408,363643.0
Gujarat,382481,2022,3,349,410861.0
Gujarat,394210,2022,4,773,769818.0
Gujarat,395010,2022,4,681,732250.0
Gujarat,396191,2022,4,597,842130.0
Gujarat,395006,2022,4,566,690879.0
Gujarat,382415,2022,4,477,535626.0
Gujarat,395003,2022,4,432,437321.0
Gujarat,382350,2022,4,420,632516.0
Gujarat,382481,2022,4,412,628046.0
Gujarat,382330,2022,4,391,538358.0
Gujarat,380058,2022,4,387,503890.0
Gujarat,394210,2023,1,1001,1073416.0
Gujarat,395010,2023,1,818,857535.0
Gujarat,395006,2023,1,618,670206.0
Gujarat,395007,2023,1,511,608545.0
Gujarat,395003,2023,1,493,516547.0
Gujarat,394221,2023,1,473,463064.0
Gujarat,395002,2023,1,452,449111.0
Gujarat,396191,2023,1,447,616275.0
Gujarat,394230,2023,1,410,409772.0
Gujarat,382345,2023,1,384,575965.0
Gujarat,395010,2023,2,685,714994.0
Gujarat,394210,2023,2,649,653790.0
Gujarat,395006,2023,2,590,564875.0
Gujarat,396191,2023,2,511,662391.0
Gujarat,382350,2023,2,440,532958.0
Gujarat,382415,2023,2,437,558684.0
Gujarat,395003,2023,2,435,466395.0
Gujarat,382481,2023,2,431,588420.0
Gujarat,382330,2023,2,429,596709.0
Gujarat,395007,2023,2,399,520101.0
Gujarat,395006,2023,3,1451,1257464.0
Gujarat,395010,2023,3,1354,1163669.0
Gujarat,394210,2023,3,1247,1192187.0
Gujarat,395003,2023,3,886,797374.0
Gujarat,395004,2023,3,752,770323.0
Gujarat,395002,2023,3,691,598001.0
Gujarat,382350,2023,3,687,804798.0
Gujarat,382415,2023,3,674,792375.0
Gujarat,395007,2023,3,668,762069.0
Gujarat,396191,2023,3,635,809380.0
Gujarat,394210,2023,4,816,966984.0
Gujarat,395010,2023,4,782,1044876.0
Gujarat,396191,2023,4,710,1034784.0
Gujarat,395006,2023,4,638,960206.0
Gujarat,382481,2023,4,491,749838.0
Gujarat,382415,2023,4,478,740155.0
Gujarat,382350,2023,4,455,756630.0
Gujarat,395007,2023,4,440,672598.0
Gujarat,395003,2023,4,426,536867.0
Gujarat,382330,2023,4,425,765464.0
Gujarat,394210,2024,1,948,948851.0
Gujarat,395010,2024,1,858,920109.0
Gujarat,395006,2024,1,678,741317.0
Gujarat,396191,2024,1,668,900153.0
Gujarat,395003,2024,1,556,561440.0
Gujarat,394230,2024,1,502,453830.0
Gujarat,395007,2024,1,491,634417.0
Gujarat,395002,2024,1,488,499075.0
Gujarat,394221,2024,1,467,418678.0
Gujarat,382415,2024,1,464,599601.0
Gujarat,394210,2024,2,969,1148145.0
Gujarat,395010,2024,2,829,1001171.0
Gujarat,395006,2024,2,769,861618.0
Gujarat,396191,2024,2,652,934430.0
Gujarat,382415,2024,2,584,881580.0
Gujarat,360004,2024,2,523,688481.0
Gujarat,395007,2024,2,493,701580.0
Gujarat,382350,2024,2,481,845310.0
Gujarat,382481,2024,2,478,877628.0
Gujarat,395003,2024,2,461,550802.0
Gujarat,394210,2024,3,952,1031350.0
Gujarat,395010,2024,3,844,971105.0
Gujarat,395006,2024,3,711,852008.0
Gujarat,382415,2024,3,673,919818.0
Gujarat,382330,2024,3,614,913827.0
Gujarat,382445,2024,3,541,740466.0
Gujarat,380001,2024,3,531,683726.0
Gujarat,395002,2024,3,529,574809.0
Gujarat,382350,2024,3,528,772153.0
Gujarat,360004,2024,3,471,668172.0
Gujarat,394210,2024,4,1224,1368815.0
Gujarat,395010,2024,4,1094,1385731.0
Gujarat,382415,2024,4,990,1369467.0
Gujarat,380001,2024,4,913,1093880.0
Gujarat,382330,2024,4,850,1439945.0
Gujarat,395006,2024,4,847,1081777.0
Gujarat,382445,2024,4,803,1076629.0
Gujarat,382350,2024,4,724,1080837.0
Gujarat,395002,2024,4,680,749953.0
Gujarat,396191,2024,4,662,1031965.0
Haryana,122001,2020,2,575,93975.0
Haryana,122006,2020,2,314,51995.0
Haryana,132001,2020,2,253,42325.0
Haryana,121004,2020,2,241,43674.0
Haryana,122002,2020,2,224,35989.0
Haryana,122003,2020,2,207,32786.0
Haryana,121003,2020,2,205,36173.0
Haryana,121001,2020,2,196,35036.0
Haryana,123401,2020,2,155,30644.0
Haryana,122017,2020,2,142,24199.0
Haryana,122001,2020,3,361,74622.0
Haryana,121003,2020,3,259,66186.0
Haryana,121004,2020,3,219,56317.0
Haryana,121001,2020,3,210,57050.0
Haryana,122006,2020,3,199,47470.0
Haryana,123401,2020,3,182,54342.0
Haryana,122002,2020,3,176,33926.0
Haryana,121102,2020,3,158,39499.0
Haryana,122051,2020,3,148,31924.0
Haryana,121002,2020,3,147,48557.0
Haryana,122001,2020,4,460,270525.0
Haryana,121003,2020,4,314,242149.0
Haryana,121001,2020,4,275,203631.0
Haryana,121004,2020,4,272,190752.0
Haryana,123401,2020,4,252,193284.0
Haryana,122006,2020,4,243,164637.0
Haryana,121005,2020,4,206,143936.0
Haryana,121102,2020,4,181,127019.0
Haryana,122002,2020,4,169,119662.0
Haryana,124507,2020,4,167,114610.0
Haryana,122001,2021,1,604,349428.0
Haryana,121004,2021,1,448,336339.0
Haryana,121003,2021,1,445,305563.0
Haryana,121001,2021,1,358,218872.0
Haryana,123401,2021,1,316,198507.0
Haryana,122006,2021,1,309,176327.0
Haryana,122051,2021,1,273,137444.0
Haryana,122002,2021,1,252,156010.0
Haryana,121102,2021,1,250,136976.0
Haryana,122004,2021,1,203,115760.0
Haryana,122001,2021,2,566,394802.0
Haryana,122006,2021,2,393,280696.0
Haryana,123401,2021,2,387,310580.0
Haryana,121004,2021,2,386,306663.0
Haryana,121003,2021,2,351,286823.0
Haryana,121001,2021,2,286,191084.0
Haryana,131001,2021,2,254,244031.0
Haryana,121005,2021,2,246,200416.0
Haryana,122051,2021,2,240,149418.0
Haryana,124001,2021,2,234,223885.0
Haryana,122001,2021,3,866,704138.0
Haryana,122006,2021,3,806,481888.0
Haryana,121004,2021,3,483,372427.0
Haryana,121003,2021,3,462,400611.0
Haryana,123401,2021,3,438,414246.0
Haryana,122002,2021,3,353,283482.0
Haryana,121001,2021,3,306,230567.0
Haryana,122004,2021,3,277,214822.0
Haryana,124507,2021,3,258,278203.0
Haryana,121102,2021,3,249,263515.0
Haryana,122001,2021,4,1104,1111507.0
Haryana,121003,2021,4,762,796816.0
Haryana,121004,2021,4,726,818260.0
Haryana,122006,2021,4,702,698248.0
Haryana,121001,2021,4,589,641154.0
Haryana,122002,2021,4,546,591127.0
Haryana,123401,2021,4,525,775398.0
Haryana,122003,2021,4,468,433551.0
Haryana,124507,2021,4,434,654682.0
Haryana,121005,2021,4,368,356517.0
Haryana,122001,2022,1,1252,1456298.0
Haryana,122006,2022,1,874,930112.0
Haryana,121003,2022,1,832,923924.0
Haryana,121004,2022,1,795,959640.0
Haryana,123401,2022,1,602,850949.0
Haryana,122002,2022,1,594,743202.0
Haryana,121001,2022,1,589,685111.0
Haryana,122003,2022,1,578,577598.0
Haryana,124001,2022,1,511,669372.0
Haryana,132001,2022,1,478,469015.0
Haryana,122001,2022,2,1236,1366070.0
Haryana,121004,2022,2,903,1132802.0
Haryana,121003,2022,2,801,920669.0
Haryana,122006,2022,2,800,833884.0
Haryana,123401,2022,2,734,979383.0
Haryana,121001,2022,2,592,694788.0
Haryana,122002,2022,2,528,550754.0
Haryana,124001,2022,2,494,651675.0
Haryana,124507,2022,2,475,636675.0
Haryana,122003,2022,2,460,542526.0
Haryana,122001,2022,3,1932,1913882.0
Haryana,121004,2022,3,1142,1320600.0
Haryana,122006,2022,3,1053,1047031.0
Haryana,121003,2022,3,932,996105.0
Haryana,122002,2022,3,864,878354.0
Haryana,121001,2022,3,842,887224.0
Haryana,123401,2022,3,829,1001676.0
Haryana,122003,2022,3,758,894200.0
Haryana,124507,2022,3,748,1040956.0
Haryana,124001,2022,3,669,912291.0
Haryana,122001,2022,4,2037,2580157.0
Haryana,122006,2022,4,1296,1631296.0
Haryana,121004,2022,4,1268,1632199.0
Haryana,121003,2022,4,1207,1379347.0
Haryana,121001,2022,4,1163,1419330.0
Haryana,122002,2022,4,1034,1234183.0
Haryana,123401,2022,4,940,1389120.0
Haryana,124507,2022,4,803,1207860.0
Haryana,122003,2022,4,747,922953.0
Haryana,124001,2022,4,732,1086393.0
Haryana,122001,2023,1,2018,2513445.0
Haryana,121004,2023,1,1293,1897743.0
Haryana,122006,2023,1,1288,1701853.0
Haryana,121003,2023,1,1137,1364454.0
Haryana,121001,2023,1,1100,1416454.0
Haryana,122002,2023,1,1041,1347681.0
Haryana,123401,2023,1,930,1556937.0
Haryana,122003,2023,1,772,1107966.0
Haryana,124507,2023,1,691,1238613.0
Haryana,121002,2023,1,673,1017959.0
Haryana,122001,2023,2,2154,2955207.0
Haryana,121004,2023,2,1256,1512572.0
Haryana,122006,2023,2,1252,1621105.0
Haryana,121003,2023,2,1129,1557262.0
Haryana,122002,2023,2,1094,1508096.0
Haryana,123401,2023,2,1089,1455605.0
Haryana,121001,2023,2,1079,1348515.0
Haryana,124507,2023,2,856,1203110.0
Haryana,131001,2023,2,784,1231515.0
Haryana,122003,2023,2,773,996969.0
Haryana,122001,2023,3,2457,3051171.0
Haryana,122006,2023,3,1481,1766489.0
Haryana,121004,2023,3,1446,1763459.0
