State,Pincode,Year,Quarter,Transaction_count,Transaction_amount
Assam,781001,2020,1,79047,168980460.26639146
Assam,781038,2020,1,77757,151759510.56487012
Assam,781028,2020,1,67504,156019307.00999779
Assam,781011,2020,1,66187,133654758.62515348
Assam,781019,2020,1,62192,112929794.87225011
Assam,781005,2020,1,57925,113264666.44706726
Assam,781009,2020,2,1192185,4778567764.009242
Assam,781032,2020,2,98935,166763954.39924344
Assam,781022,2020,2,89467,179401031.76221177
Assam,783380,2020,2,73336,119626131.76408282
Assam,781038,2020,2,71811,123805864.7382038
Assam,781028,2020,2,64789,139873982.96043786
Assam,781011,2020,2,63697,111255037.10041872
Assam,786001,2020,2,60266,116013366.45086381
Assam,782435,2020,2,59364,95325866.32569475
Assam,781001,2020,2,59124,122990395.0546651
Assam,781009,2020,3,2659242,10013749462.54474
Assam,781032,2020,3,118055,232420643.47510615
Assam,786001,2020,3,116668,338398316.1940736
Assam,781022,2020,3,112568,249091248.38401857
Assam,781038,2020,3,88704,179615224.2747016
Assam,783380,2020,3,80101,178370369.63103196
Assam,781028,2020,3,79450,195889630.84405822
Assam,781001,2020,3,74329,171892777.86614633
Assam,781011,2020,3,72486,143646695.19846505
Assam,781012,2020,3,69823,156945730.9019076
Assam,781009,2020,4,2706533,10280991607.128572
Assam,781032,2020,4,208338,423133157.9967661
Assam,781022,2020,4,191909,448388467.12385124
Assam,781001,2020,4,146326,361729899.31192243
Assam,781038,2020,4,141467,305286931.8707292
Assam,786001,2020,4,136686,399891954.20851076
Assam,781028,2020,4,124055,335253852.494928
Assam,781011,2020,4,115652,275380157.97551006
Assam,781019,2020,4,109902,224541693.9827264
Assam,781005,2020,4,107715,228190617.25331712
Assam,781009,2021,1,6524270,17428233384.59051
Assam,786001,2021,1,223886,596404833.4438283
Assam,781022,2021,1,220209,532676696.43146753
Assam,781032,2021,1,219173,454425488.5049339
Assam,781001,2021,1,164447,415951266.1170123
Assam,781038,2021,1,147267,339125036.70450056
Assam,781028,2021,1,134378,379837463.59430516
Assam,781039,2021,1,121609,125229899.36340648
Assam,781011,2021,1,118996,298364755.0464896
Assam,781019,2021,1,115698,244218722.4529047
Assam,781009,2021,2,9152474,20665273162.818207
Assam,786001,2021,2,301912,712393100.0840259
Assam,781032,2021,2,214544,426648785.4343436
Assam,781022,2021,2,210224,485126089.27296245
Assam,781038,2021,2,156202,329131794.605857
Assam,781028,2021,2,141496,376162457.3692011
Assam,781319,2021,2,141071,380180308.0508309
Assam,781001,2021,2,140945,344252530.57261163
Assam,783330,2021,2,140014,436650824.6769772
Assam,781039,2021,2,138550,131928199.0376262
Assam,781009,2021,3,12729978,27464031964.343338
Assam,786001,2021,3,427258,967975521.6469452
Assam,781032,2021,3,317420,611161689.2896398
Assam,781022,2021,3,306809,640424297.5125268
Assam,781038,2021,3,228604,464233898.47619295
Assam,781001,2021,3,214826,510386365.51873195
Assam,781028,2021,3,202529,500653116.2649457
Assam,781011,2021,3,185134,430608615.9835314
Assam,781316,2021,3,184851,502029448.6452037
Assam,781319,2021,3,181532,432011296.62647235
Assam,781009,2021,4,16779607,36391151860.79283
Assam,786001,2021,4,589421,1306149293.232204
Assam,781032,2021,4,478852,833712155.0773808
Assam,781022,2021,4,476771,875944174.2396414
Assam,781001,2021,4,350899,765800172.2543352
Assam,781038,2021,4,326950,624753356.359648
Assam,781028,2021,4,293043,655881497.7437193
Assam,781316,2021,4,285464,789572479.0883284
Assam,781319,2021,4,279718,685350696.6633132
Assam,781019,2021,4,258000,438702563.555657
Assam,781009,2022,1,21143287,46189827357.81514
Assam,786001,2022,1,737669,1585322411.8476655
Assam,781022,2022,1,642641,1105531337.2939954
Assam,781032,2022,1,607413,955576175.5206772
Assam,781001,2022,1,441260,881518668.7427199
Assam,781038,2022,1,429897,775937821.390959
Assam,781028,2022,1,382727,817368217.3828207
Assam,781319,2022,1,368895,924024506.300522
Assam,781316,2022,1,362610,1037947224.1412314
Assam,781005,2022,1,328830,517855589.3922645
Assam,781009,2022,2,27909097,54262481044.38667
Assam,786001,2022,2,1010236,1941254752.2972517
Assam,781022,2022,2,811780,1259138761.603972
Assam,781032,2022,2,753818,1091880235.144574
Assam,781001,2022,2,557255,1059437471.6575356
Assam,781038,2022,2,548977,903984431.7288729
Assam,781319,2022,2,492658,1098052924.3591151
Assam,781316,2022,2,486936,1132618346.6611218
Assam,781028,2022,2,483936,902088623.5927126
Assam,784115,2022,2,480261,916458107.4299153
Assam,781013,2022,3,23740033,43477837025.4255
Assam,781009,2022,3,4453845,8402332124.458529
Assam,785001,2022,3,1305456,2167988132.8763847
Assam,781022,2022,3,917155,1321082161.5434377
Assam,781032,2022,3,854723,1185465367.2670166
Assam,788151,2022,3,782629,1483869240.8816051
Assam,786001,2022,3,773303,1335823069.7053273
Assam,781301,2022,3,672975,1289345107.4433177
Assam,784001,2022,3,652030,1117819634.0792766
Assam,781001,2022,3,640733,1147070060.5891519
Assam,781013,2022,4,35940014,65266942297.03035
Assam,781301,2022,4,1464765,2697007904.954568
Assam,785001,2022,4,1165321,1892213052.0515342
Assam,783380,2022,4,1025231,1980825353.213442
Assam,781022,2022,4,1021760,1404907163.957292
Assam,786001,2022,4,1016397,1720962331.638275
Assam,781032,2022,4,945052,1228668811.6378405
Assam,781103,2022,4,813992,1537206912.0077815
Assam,781001,2022,4,753829,1316233723.5341868
Assam,781038,2022,4,712469,1030362512.4909468
Assam,781022,2023,1,1749029,2342279502.0
Assam,781032,2023,1,1627088,2012106164.0
Assam,781001,2023,1,1280566,2136865851.0
Assam,781038,2023,1,1247626,1749670440.0
Assam,783129,2023,1,1110962,2698938239.0
Assam,781028,2023,1,1090392,1791907877.0
Assam,781319,2023,1,1061715,2251767981.0
Assam,781316,2023,1,1032705,2431050118.0
Assam,784115,2023,1,1009774,2061330767.0
Assam,783380,2023,1,958481,1823666776.0
Assam,781022,2023,2,2063166,2562924738.0
Assam,781032,2023,2,1925566,2273047489.0
Assam,781038,2023,2,1521317,2028270390.0
Assam,781001,2023,2,1509598,2325206424.0
Assam,783129,2023,2,1375422,2886541689.0
Assam,781028,2023,2,1312976,1908981709.0
Assam,781319,2023,2,1282666,2455281118.0
Assam,781316,2023,2,1255423,2533622049.0
Assam,784115,2023,2,1238883,2241313343.0
Assam,781308,2023,2,1215013,2289450438.0
Assam,781022,2023,3,2491926,2811683722.0
Assam,781032,2023,3,2400771,2497927190.0
Assam,781038,2023,3,1897423,2167234683.0
Assam,781001,2023,3,1783209,2441414081.0
Assam,783129,2023,3,1758286,2872890105.0
Assam,783348,2023,3,1609846,2432787159.0
Assam,781028,2023,3,1583250,2017140979.0
Assam,781319,2023,3,1548376,2274307158.0
Assam,783380,2023,3,1522306,2332602062.0
Assam,784115,2023,3,1503319,2223192278.0
Assam,781022,2023,4,2640320,3002470389.0
Assam,781032,2023,4,2417305,2525705046.0
Assam,783129,2023,4,2278308,3642429760.0
Assam,783348,2023,4,2130532,3103716999.0
Assam,781038,2023,4,2067368,2351462434.0
Assam,781001,2023,4,2041569,2911103716.0
Assam,784115,2023,4,1931849,3265077854.0
Assam,781316,2023,4,1857840,3082333746.0
Assam,781319,2023,4,1828838,2582321516.0
Assam,781308,2023,4,1812060,2573398135.0
Assam,783129,2024,1,2813038,4472186615.0
Assam,783348,2024,1,2798983,3878403044.0
Assam,781022,2024,1,2667495,3023051523.0
Assam,781032,2024,1,2436080,2470930406.0
Assam,781308,2024,1,2361289,3522682907.0
Assam,784115,2024,1,2353440,3803045349.0
Assam,781319,2024,1,2339414,3333856601.0
Assam,783384,2024,1,2205735,3114913700.0
Assam,781038,2024,1,2201708,2428072559.0
Assam,781316,2024,1,2131059,3698384186.0
Assam,783348,2024,2,3550620,4119990034.0
Assam,783129,2024,2,3348402,4939656802.0
Assam,781308,2024,2,3149255,4116833129.0
Assam,781319,2024,2,3111158,4017416233.0
Assam,781022,2024,2,3026766,3097533828.0
Assam,783384,2024,2,2931701,3850470848.0
Assam,784115,2024,2,2777487,4145657328.0
Assam,781032,2024,2,2722332,2668573243.0
Assam,781316,2024,2,2644202,3841562260.0
Assam,781314,2024,2,2463203,2894740399.0
Assam,783101,2024,3,3730555,4156626316.0
Assam,783348,2024,3,3465936,3646656185.0
Assam,781308,2024,3,3370590,3409795648.0
Assam,781003,2024,3,3321324,2986960654.0
Assam,783380,2024,3,3194388,3775391987.0
Assam,781316,2024,3,3067412,3801922227.0
Assam,781040,2024,3,2861757,3148640126.0
Assam,783384,2024,3,2850920,3066259188.0
Assam,781028,2024,3,2779624,2563320337.0
Assam,783129,2024,3,2732759,3418201373.0
Assam,783101,2024,4,4252249,4783689114.0
Assam,783348,2024,4,4038970,4324268983.0
Assam,781308,2024,4,3768556,3919690300.0
Assam,781316,2024,4,3553810,4403577128.0
Assam,783380,2024,4,3550948,4264523184.0
Assam,781003,2024,4,3474114,3148439857.0
Assam,783129,2024,4,3239812,4214321575.0
Assam,783384,2024,4,3163743,3570998596.0
Assam,782446,2024,4,3076463,3451456702.0
Assam,781040,2024,4,3069432,3428593488.0
Bihar,800006,2018,1,212121,159171214.37736017
Bihar,800001,2018,1,177256,242740752.86075908
Bihar,800020,2018,1,129071,141719795.45667207
Bihar,845401,2018,1,76416,76205305.71023783
Bihar,800015,2018,1,73983,86113679.88720965
Bihar,800026,2018,1,63136,65482638.45705159
Bihar,842002,2018,1,57670,62632203.02038415
Bihar,845438,2018,1,56011,62629397.884726554
Bihar,823001,2018,1,51768,56179994.08014351
Bihar,842001,2018,1,46883,60539500.78249085
Bihar,800006,2018,2,289074,284053574.9517867
Bihar,800001,2018,2,251222,436289857.3300867
Bihar,800020,2018,2,184124,255946632.57811296
Bihar,845401,2018,2,105036,162911019.6857878
Bihar,800026,2018,2,87771,116753830.30754867
Bihar,845438,2018,2,78684,121397716.48532248
Bihar,800015,2018,2,77783,119762207.01277034
Bihar,842002,2018,2,74853,120529274.24303168
Bihar,823001,2018,2,71312,105788794.43860908
Bihar,848101,2018,2,67307,106553126.6398482
Bihar,800006,2018,3,665118,534610346.8106643
Bihar,800001,2018,3,456327,682307785.8479953
Bihar,800020,2018,3,446790,456664134.69922477
Bihar,823003,2018,3,212925,150070734.33575743
Bihar,800026,2018,3,206452,216392120.6555946
Bihar,823001,2018,3,197591,199191313.73717746
Bihar,803216,2018,3,190750,149096760.3603963
Bihar,845401,2018,3,179174,236464210.74990353
Bihar,823002,2018,3,175214,142041738.2368906
Bihar,821115,2018,3,161490,155866915.52145478
Bihar,800006,2018,4,609082,621980077.1833534
Bihar,800001,2018,4,473734,895379122.1504146
Bihar,800020,2018,4,374925,529771138.91346085
Bihar,845401,2018,4,214245,350163438.0688036
Bihar,800026,2018,4,174944,246617786.26745346
Bihar,823001,2018,4,147970,238003492.19729108
Bihar,845438,2018,4,141044,280612315.0962795
Bihar,823003,2018,4,127993,135362803.87479296
Bihar,803216,2018,4,117853,144230280.88431478
Bihar,800015,2018,4,114208,204782186.69501713
Bihar,800015,2019,1,3028480,5194115440.272243
Bihar,800006,2019,1,1018316,796749036.1196145
Bihar,800001,2019,1,722704,1136818348.2015867
Bihar,800020,2019,1,566441,662630946.71751
Bihar,845401,2019,1,331604,459319104.64926803
Bihar,800026,2019,1,273238,298290515.30049646
Bihar,845438,2019,1,247420,385161390.19052595
Bihar,823001,2019,1,228702,336222326.3281404
Bihar,842002,2019,1,184431,313071335.218854
Bihar,803101,2019,1,170456,191968826.025391
Bihar,800015,2019,2,9362673,19331794343.882797
Bihar,800006,2019,2,752705,794003781.7386066
Bihar,800001,2019,2,673777,1290892313.417395
Bihar,800020,2019,2,455695,750429668.894284
Bihar,845401,2019,2,259303,504134757.3381393
Bihar,842002,2019,2,240597,509372474.1333645
Bihar,823001,2019,2,232085,437124188.160621
Bihar,800026,2019,2,215418,318823535.0014965
Bihar,845438,2019,2,191190,409106444.66864777
Bihar,846004,2019,2,162084,341895362.54160905
Bihar,800015,2019,3,8554034,21451659382.23745
Bihar,800001,2019,3,867610,1505767492.000131
Bihar,800006,2019,3,832126,897172231.182941
Bihar,800020,2019,3,535246,836008049.7645596
Bihar,823001,2019,3,300735,493995778.22179294
Bihar,842002,2019,3,291466,646642390.7601976
Bihar,845401,2019,3,281037,559454909.633683
Bihar,800026,2019,3,254307,369617101.3467078
Bihar,823002,2019,3,231101,246783685.5662012
Bihar,845438,2019,3,207066,431477465.22305775
Bihar,800015,2019,4,10441675,26228173437.467873
Bihar,800001,2019,4,1988061,4069370988.5390196
Bihar,800006,2019,4,920799,932098681.7284281
Bihar,800020,2019,4,664261,958739054.2237579
Bihar,823001,2019,4,389852,618027173.63859
Bihar,845401,2019,4,383882,783368695.3508469
Bihar,842002,2019,4,381521,862928119.1904674
Bihar,845438,2019,4,306174,703799750.5654192
Bihar,800026,2019,4,297467,392995532.0468706
Bihar,803101,2019,4,274316,327824164.51961327
Bihar,800001,2020,1,10678852,31286535937.050377
Bihar,800006,2020,1,830881,1040206592.9890172
Bihar,800020,2020,1,619137,1093347478.9332345
Bihar,845438,2020,1,463471,1269348692.0394537
Bihar,841226,2020,1,420933,1299688427.8040237
Bihar,845401,2020,1,412961,896501184.1054583
Bihar,842002,2020,1,360470,938996283.5617411
Bihar,823001,2020,1,305370,606863253.9174776
Bihar,846004,2020,1,284513,684507900.0444698
Bihar,800026,2020,1,272956,454569343.2638934
Bihar,800001,2020,2,9603835,29875811977.924404
Bihar,800020,2020,2,459638,853125712.3196998
Bihar,842002,2020,2,431943,1224107781.5054588
Bihar,845438,2020,2,425922,1018706621.2741323
Bihar,845401,2020,2,423263,933402653.321112
Bihar,812002,2020,2,407349,1486861039.3795865
Bihar,800006,2020,2,315041,514113793.8537504
Bihar,841226,2020,2,299693,804789205.1478413
Bihar,823001,2020,2,278544,609750828.9741093
Bihar,842001,2020,2,252601,607297891.7871473
Bihar,800001,2020,3,14656027,41210183921.21666
Bihar,800020,2020,3,703982,1458184901.272843
Bihar,812002,2020,3,700852,2260908346.353019
Bihar,845401,2020,3,620915,1450876388.8736625
Bihar,842002,2020,3,582293,1470096059.678293
Bihar,845438,2020,3,514159,1199048552.2123559
Bihar,800006,2020,3,505848,885362370.3667061
Bihar,854301,2020,3,487292,1268278392.1333058
Bihar,846004,2020,3,460846,1163052301.3487744
Bihar,823001,2020,3,437681,951169380.8664488
Bihar,800001,2020,4,14983099,39976507362.546104
Bihar,800020,2020,4,1139908,2310014021.587367
Bihar,800006,2020,4,1049670,1699922493.4100251
Bihar,845401,2020,4,966905,2337922941.269761
Bihar,845438,2020,4,798487,1955759731.734618
Bihar,842002,2020,4,792841,1898126376.515353
Bihar,823001,2020,4,720110,1504141595.1182547
Bihar,812002,2020,4,699980,1975708430.7266576
Bihar,854301,2020,4,664144,1546080046.8498445
Bihar,846004,2020,4,649173,1515856109.730333
Bihar,800001,2021,1,30937663,68071234953.67711
Bihar,800006,2021,1,1445408,2044215999.4083529
Bihar,812002,2021,1,1294407,2974824725.1937957
Bihar,800020,2021,1,1280068,2479435418.426359
Bihar,842002,2021,1,1073211,2482912331.330185
Bihar,845401,2021,1,1055075,2464758940.0598054
Bihar,845438,2021,1,880745,2088193313.8245957
Bihar,854301,2021,1,875185,1958403080.7084646
Bihar,846004,2021,1,807152,1824715535.394949
Bihar,823001,2021,1,796129,1672251870.901363
Bihar,800001,2021,2,42836603,91781680811.21814
Bihar,812002,2021,2,1958899,4209745460.9281955
Bihar,842002,2021,2,1370353,3140135185.4347143
Bihar,845401,2021,2,1210441,2882777813.509632
Bihar,841226,2021,2,1204361,2914409125.5978727
Bihar,800020,2021,2,1161642,2546006675.163774
Bihar,854301,2021,2,1152369,2512968861.202764
Bihar,845438,2021,2,1057650,2452007261.5639763
Bihar,800006,2021,2,963330,1633775908.6278162
Bihar,846004,2021,2,960198,2211938496.0879173
Bihar,800001,2021,3,49086869,90644799090.2764
Bihar,841226,2021,3,3136176,6373472507.674763
Bihar,812002,2021,3,2391694,4501959195.287657
Bihar,800006,2021,3,2154675,2746295026.280852
Bihar,842002,2021,3,2020953,4045865094.119522
Bihar,800020,2021,3,1925842,3513843210.046955
Bihar,845401,2021,3,1804737,3566298125.1719537
Bihar,854301,2021,3,1606525,3058885710.2587314
Bihar,845438,2021,3,1511332,2977354343.512985
Bihar,846004,2021,3,1447174,2771835531.673978
Bihar,800001,2021,4,61784983,113485175570.40103
Bihar,841226,2021,4,4134836,8617697171.374226
Bihar,812002,2021,4,3254302,6156915115.340891
Bihar,800006,2021,4,2762725,3444674915.3407526
Bihar,842002,2021,4,2561099,5234830929.330323
Bihar,845401,2021,4,2321752,4686759487.073237
Bihar,800020,2021,4,2294503,4227392430.736985
Bihar,854301,2021,4,2071847,3903483960.609567
Bihar,845438,2021,4,2009563,3957453691.0116835
Bihar,846004,2021,4,1833248,3523049809.4738984
Bihar,800001,2022,1,68427326,126972470461.14954
Bihar,841226,2022,1,4833682,10008000756.063059
Bihar,812002,2022,1,3889495,7351116893.808239
Bihar,800006,2022,1,3151661,3792265128.8394628
Bihar,842002,2022,1,2842139,5813695283.493809
Bihar,845401,2022,1,2767467,5538218411.768909
Bihar,800020,2022,1,2583780,4732030287.485733
Bihar,845438,2022,1,2420905,4721948430.44448
Bihar,854301,2022,1,2370632,4459424719.525084
Bihar,846004,2022,1,2041031,3963164395.204203
Bihar,800001,2022,2,90260337,162195041186.36072
Bihar,841226,2022,2,6002826,12042225104.468521
Bihar,812002,2022,2,5661855,10204096684.19675
Bihar,800006,2022,2,4555200,4819612056.01122
Bihar,842002,2022,2,3577125,7087839557.170109
Bihar,845401,2022,2,3415935,6530583694.275953
Bihar,800020,2022,2,3287150,5727543832.128673
Bihar,854301,2022,2,3017014,5476021343.766986
Bihar,845438,2022,2,2847567,5431983554.738285
Bihar,846004,2022,2,2555939,4902490990.381883
Bihar,800001,2022,3,143978604,226644911906.22284
Bihar,800015,2022,3,14642589,22275896214.343235
Bihar,843322,2022,3,6216302,10002272062.000242
Bihar,800006,2022,3,4989994,4765165736.824183
Bihar,848101,2022,3,4686576,7739632711.689734
Bihar,842002,2022,3,4602821,8050870275.187765
Bihar,845401,2022,3,3626302,6160905019.000635
Bihar,800020,2022,3,3427686,5587486835.51466
Bihar,845438,2022,3,3049811,5227197307.074066
Bihar,841226,2022,3,2723175,5312121784.9558325
Bihar,800001,2022,4,167166031,269652534972.60126
Bihar,800015,2022,4,17566147,27714143854.977497
Bihar,844101,2022,4,4894839,8987133396.587275
Bihar,800006,2022,4,4869130,4892331289.159679
Bihar,843322,2022,4,4746967,7849350021.641497
Bihar,842002,2022,4,4374147,7621459037.438929
Bihar,845401,2022,4,4219087,7363056994.768413
Bihar,841226,2022,4,3978487,7587321140.147544
Bihar,845438,2022,4,3713414,6425533380.435417
Bihar,800020,2022,4,3626280,5863096028.653491
Bihar,800001,2023,1,12179084,18175841558.0
Bihar,800006,2023,1,8981111,8691645530.0
Bihar,845401,2023,1,7325467,12482442097.0
Bihar,800020,2023,1,6277211,9808741960.0
Bihar,845438,2023,1,6148081,10416635802.0
Bihar,823001,2023,1,4279539,7848446442.0
Bihar,846004,2023,1,3659869,6116916689.0
Bihar,842001,2023,1,3400238,7283850717.0
Bihar,854301,2023,1,3377283,5244947666.0
Bihar,843302,2023,1,3320379,6193587920.0
Bihar,800001,2023,2,14924753,20861625980.0
Bihar,800006,2023,2,11771164,10097990560.0
Bihar,845401,2023,2,9044284,14491292224.0
Bihar,800020,2023,2,7631921,11465504773.0
Bihar,845438,2023,2,7431206,11964661737.0
Bihar,823001,2023,2,5203980,8852649375.0
Bihar,846004,2023,2,4399169,7024710991.0
Bihar,842001,2023,2,4232893,8551507156.0
Bihar,854301,2023,2,4221329,6300475801.0
Bihar,843302,2023,2,4219138,7186457770.0
Bihar,800001,2023,3,17490601,21966069342.0
Bihar,800006,2023,3,13715258,10363870392.0
Bihar,845401,2023,3,10492378,14492201817.0
Bihar,800020,2023,3,8926288,11953964429.0
Bihar,845438,2023,3,8352273,11783943631.0
Bihar,823001,2023,3,5948546,9047475032.0
Bihar,846004,2023,3,4864956,6714554722.0
Bihar,842001,2023,3,4836004,8311761144.0
Bihar,854301,2023,3,4774548,6453822756.0
Bihar,800026,2023,3,4736821,5117479918.0
Bihar,800001,2023,4,18638266,24011379591.0
Bihar,800006,2023,4,13340795,11048037650.0
Bihar,845401,2023,4,12414889,17793502279.0
Bihar,845438,2023,4,10389692,14572193428.0
Bihar,800020,2023,4,9488073,13017875684.0
Bihar,823001,2023,4,7023753,10786047282.0
Bihar,843302,2023,4,5923646,9011371399.0
Bihar,842001,2023,4,5856105,10600682718.0
Bihar,846004,2023,4,5811007,8122387344.0
Bihar,854301,2023,4,5667552,7616689590.0
Bihar,800001,2024,1,20508655,25844631514.0
Bihar,800006,2024,1,16338578,12819414107.0
Bihar,845401,2024,1,14524657,20305264545.0
Bihar,845438,2024,1,12288634,16732911104.0
Bihar,800020,2024,1,10513722,13996601152.0
Bihar,823001,2024,1,7918716,11958189419.0
Bihar,843302,2024,1,6762949,10015100092.0
Bihar,842001,2024,1,6644173,11266850879.0
Bihar,854301,2024,1,6537790,8588078726.0
Bihar,848101,2024,1,6400435,9649223434.0
Bihar,800001,2024,2,24784987,28602999229.0
Bihar,800006,2024,2,19694147,14274093695.0
Bihar,845401,2024,2,17172196,22414830261.0
Bihar,845438,2024,2,14171557,18132274567.0
Bihar,800020,2024,2,12636458,15573327854.0
Bihar,823001,2024,2,9122857,12909362084.0
Bihar,843302,2024,2,8000199,11158484948.0
Bihar,842001,2024,2,7888546,12445090728.0
Bihar,854301,2024,2,7771183,9798732899.0
Bihar,848101,2024,2,7700595,10850064537.0
Bihar,800001,2024,3,25271186,28490796024.0
Bihar,800006,2024,3,19816095,12777975748.0
Bihar,845401,2024,3,19086982,22784069755.0
Bihar,823001,2024,3,16183176,23428424739.0
Bihar,800020,2024,3,11332149,13415180459.0
Bihar,854301,2024,3,10377414,12859471620.0
Bihar,845438,2024,3,10375724,12879541492.0
Bihar,800004,2024,3,9474104,9316400976.0
Bihar,842001,2024,3,8709030,12717872812.0
Bihar,843302,2024,3,8517589,11072802604.0
Bihar,800001,2024,4,26889180,30660501296.0
Bihar,845401,2024,4,20554717,25947304145.0
Bihar,800006,2024,4,19150492,13114681355.0
Bihar,823001,2024,4,17612010,26102442984.0
Bihar,800020,2024,4,11775996,14112512738.0
Bihar,845438,2024,4,11265260,14514892380.0
Bihar,854301,2024,4,11090374,13937240642.0
Bihar,800004,2024,4,9760236,10412091391.0
Bihar,843302,2024,4,9597624,13019938018.0
Bihar,842001,2024,4,9538000,14842751203.0
Chandigarh,160008,2018,1,204745,303482049.9617378
Chandigarh,160101,2018,1,26317,45629483.25738168
Chandigarh,160002,2018,1,23236,34003082.958676964
Chandigarh,160036,2018,1,18446,30891354.282069795
Chandigarh,160022,2018,1,16228,34028151.809265435
Chandigarh,160047,2018,1,15552,28142251.965099327
Chandigarh,160014,2018,1,9358,14326394.802342271
Chandigarh,160015,2018,1,9023,13830194.973553631
Chandigarh,160019,2018,1,8102,14609531.116674677
Chandigarh,160030,2018,1,7330,14108196.59861918
Chandigarh,160008,2018,2,219223,426354525.80047756
Chandigarh,160101,2018,2,38949,81225814.38714588
Chandigarh,160002,2018,2,31907,63185486.63534354
Chandigarh,160036,2018,2,26201,47887567.92420156
Chandigarh,160047,2018,2,24585,46077281.394195825
Chandigarh,160022,2018,2,24378,54816690.07463748
Chandigarh,160014,2018,2,14441,24125872.265514676
Chandigarh,160015,2018,2,12986,25510014.882471144
Chandigarh,160019,2018,2,12083,28119972.41832822
Chandigarh,160030,2018,2,11243,24007390.16346115
Chandigarh,160008,2018,3,266799,565737482.4917
Chandigarh,160101,2018,3,53316,111246556.54514843
Chandigarh,160002,2018,3,44225,90245086.61515313
Chandigarh,160022,2018,3,34777,78699635.29348363
Chandigarh,160036,2018,3,33483,76978447.3422182
Chandigarh,160047,2018,3,30570,74732534.329635
Chandigarh,160014,2018,3,19926,42831365.468974754
Chandigarh,160015,2018,3,18027,44863641.9194489
Chandigarh,160019,2018,3,16836,41569409.38325335
Chandigarh,160030,2018,3,14940,36478520.547856964
Chandigarh,160008,2018,4,396339,895353190.2196677
Chandigarh,160101,2018,4,85138,159555894.3719145
Chandigarh,160002,2018,4,61325,132815194.36630252
Chandigarh,160036,2018,4,50267,116785589.50341249
Chandigarh,160022,2018,4,45905,106072949.45696858
Chandigarh,160047,2018,4,44348,110163686.02722788
Chandigarh,160014,2018,4,29308,51286581.168882415
Chandigarh,160015,2018,4,27323,61334725.92984481
Chandigarh,160019,2018,4,22314,56223818.72098614
Chandigarh,160030,2018,4,20591,49995727.51926135
Chandigarh,160008,2019,1,574769,1069931934.1313274
Chandigarh,160101,2019,1,145641,195216162.14868194
Chandigarh,160002,2019,1,88708,159879389.94589326
Chandigarh,160036,2019,1,64777,131055127.13712463
Chandigarh,160022,2019,1,60415,123937719.9858828
Chandigarh,160047,2019,1,54281,122276420.81631088
Chandigarh,160014,2019,1,35848,64999227.392938524
Chandigarh,160015,2019,1,33699,70740802.7655864
Chandigarh,160019,2019,1,31111,62794996.09691887
Chandigarh,160030,2019,1,25421,54605920.69093012
Chandigarh,160008,2019,2,515736,1195330472.0624313
Chandigarh,160101,2019,2,122225,213026619.1436175
Chandigarh,160002,2019,2,85284,178483766.34705296
Chandigarh,160036,2019,2,76218,147024084.65837026
Chandigarh,160022,2019,2,68095,145253626.0275789
Chandigarh,160047,2019,2,65539,146481996.88499743
Chandigarh,160014,2019,2,40627,73519583.64285952
Chandigarh,160015,2019,2,36891,72651519.24702394
Chandigarh,160019,2019,2,34162,71927514.28688887
Chandigarh,160030,2019,2,27361,61132946.538075775
Chandigarh,160008,2019,3,463581,1411083644.7822614
Chandigarh,160101,2019,3,165578,261798279.022841
Chandigarh,160036,2019,3,118544,195039837.15322012
Chandigarh,160002,2019,3,113594,205359149.60862035
Chandigarh,160022,2019,3,101533,178054300.40308928
Chandigarh,160047,2019,3,91171,174462847.75334305
Chandigarh,160014,2019,3,57265,91913452.87685245
Chandigarh,160015,2019,3,54871,90370556.49951594
Chandigarh,160019,2019,3,46142,88183679.19737558
Chandigarh,160030,2019,3,37989,80985473.39747421
Chandigarh,160008,2019,4,635340,1899718879.7545958
Chandigarh,160101,2019,4,189767,317466538.9132905
Chandigarh,160036,2019,4,137208,241851459.16364747
Chandigarh,160002,2019,4,130221,257685239.18252617
Chandigarh,160022,2019,4,120266,224162725.8523838
Chandigarh,160047,2019,4,103726,206356650.91119856
Chandigarh,160015,2019,4,70113,106726744.16530988
Chandigarh,160014,2019,4,69754,111407405.35095796
Chandigarh,160019,2019,4,52557,101923959.97808152
Chandigarh,160030,2019,4,44445,94684047.25003594
Chandigarh,160008,2020,1,925287,2724066380.956586
Chandigarh,160101,2020,1,204633,322482913.9047445
Chandigarh,160036,2020,1,179376,333775590.9567788
Chandigarh,160002,2020,1,141763,271208737.4444152
Chandigarh,160022,2020,1,117571,209076837.24030256
Chandigarh,160047,2020,1,112942,213767800.59831196
Chandigarh,160014,2020,1,79062,120442279.18063296
Chandigarh,160015,2020,1,74935,106414207.6626434
Chandigarh,160019,2020,1,57212,116999133.74293454
Chandigarh,160030,2020,1,47014,93963616.77104023
Chandigarh,160008,2020,2,672280,2213962955.141224
Chandigarh,160101,2020,2,135435,225489767.83328944
Chandigarh,160002,2020,2,105477,180482232.0826682
Chandigarh,160036,2020,2,100013,204461493.34462738
Chandigarh,160047,2020,2,84082,170732223.78765687
Chandigarh,160014,2020,2,71847,110213995.62325099
Chandigarh,160022,2020,2,42822,102345153.00086004
Chandigarh,160003,2020,2,38058,89405961.01537812
Chandigarh,160025,2020,2,33746,44152295.988048464
